Date,Order ID,Customer ID,Product Category,Product Name,Region,Units Sold,Unit Price,Payment Mode,Delivery Status
2025-02-25,OID10318,CID5166,Footwear,Shoes,North,1,1599,Credit Card,Delivered
2024-11-30,OID10319,CID9940,Footwear,Shoes,South,3,1410,UPI,Delivered
2024-02-13,OID10320,CID8886,Electronics,Tablet,West,5,47976,Credit Card,Cancelled
2024-07-07,OID10321,CID5801,Clothing,Jeans,South,5,1876,Debit Card,In Transit
2025-06-15,OID10322,CID9598,Electronics,Mobile,West,3,18693,COD,Cancelled
2024-01-31,OID10323,CID8779,Home Appliances,Refrigerator,North,1,482,Net Banking,Returned
2024-11-11,OID10324,CID7658,Books,Magazine,South,5,1261,Net Banking,Returned
2024-08-22,OID10325,CID8855,Home Appliances,Refrigerator,East,4,664,Credit Card,Delivered
2025-02-26,OID10326,CID8086,Electronics,Mobile,East,4,27695,UPI,Returned
2025-04-05,OID10327,CID5009,Clothing,Kurta,South,3,1701,UPI,Returned
2024-04-29,OID10328,CID7862,Grocery,Milk,West,1,1697,Debit Card,Delivered
2024-11-28,OID10329,CID8775,Footwear,Shoes,East,2,658,Credit Card,In Transit
2024-05-12,OID10330,CID6079,Electronics,Headphones,West,4,32633,UPI,Cancelled
2024-07-04,OID10331,CID7165,Grocery,Wheat,North,1,1049,UPI,Delivered
2024-05-13,OID10332,CID5189,Footwear,Shoes,North,2,1511,UPI,Cancelled
2025-04-03,OID10333,CID5319,Footwear,Slippers,North,1,415,COD,Delivered
2025-06-18,OID10334,CID8336,Books,Notebook,West,3,1004,Credit Card,Returned
2024-08-24,OID10335,CID9253,Books,Textbook,North,4,1035,Credit Card,In Transit
2024-06-06,OID10336,CID9087,Electronics,Laptop,North,2,14680,Debit Card,In Transit
2025-05-07,OID10337,CID8266,Books,Magazine,South,3,1138,Debit Card,Delivered
2024-10-08,OID10338,CID7706,Electronics,Mobile,North,4,49962,Credit Card,Returned
2024-04-13,OID10339,CID6314,Books,Notebook,East,4,1002,UPI,In Transit
2024-08-01,OID10340,CID8063,Books,Notebook,South,5,1482,Net Banking,In Transit
2024-02-09,OID10341,CID5120,Books,Novel,West,5,1557,Net Banking,Returned
2024-02-10,OID10342,CID5405,Clothing,Saree,North,1,1756,Debit Card,Cancelled
2024-01-30,OID10343,CID5298,Footwear,Shoes,East,4,551,Credit Card,Cancelled
2024-02-15,OID10344,CID9148,Clothing,Jacket,South,2,362,Debit Card,Cancelled
2025-04-14,OID10345,CID7204,Grocery,Milk,North,5,435,UPI,Delivered
2024-06-22,OID10346,CID9925,Books,Novel,North,5,1672,COD,In Transit
2024-03-17,OID10347,CID6398,Grocery,Wheat,West,2,664,Net Banking,Delivered
2024-07-28,OID10348,CID8080,Home Appliances,Washing Machine,South,5,1222,Debit Card,Returned
2024-01-21,OID10349,CID5441,Grocery,Wheat,South,4,1620,Debit Card,Cancelled
2024-01-24,OID10350,CID9760,Grocery,Wheat,South,1,1964,Debit Card,Delivered
2024-04-04,OID10351,CID6440,Books,Notebook,South,1,1237,Debit Card,Delivered
2025-05-20,OID10352,CID5124,Books,Novel,East,1,974,Debit Card,Returned
2024-01-25,OID10353,CID5051,Clothing,Kurta,North,5,719,Debit Card,Cancelled
2025-05-24,OID10354,CID6756,Clothing,Saree,West,2,910,COD,Returned
2024-12-23,OID10355,CID9236,Grocery,Rice,South,2,1530,COD,Delivered
2024-11-14,OID10356,CID9644,Grocery,Wheat,North,4,138,Net Banking,Cancelled
2024-07-09,OID10357,CID5372,Electronics,Tablet,North,2,43993,COD,Returned
2024-11-29,OID10358,CID5384,Electronics,Laptop,South,2,17351,Debit Card,In Transit
2024-09-01,OID10359,CID6059,Grocery,Rice,West,2,1997,Debit Card,In Transit
2024-05-29,OID10360,CID9981,Footwear,Slippers,East,3,1165,Credit Card,Delivered
2025-05-06,OID10361,CID8412,Books,Notebook,East,3,1165,UPI,Returned
2024-10-21,OID10362,CID7441,Books,Magazine,West,3,870,COD,Cancelled
2025-05-14,OID10363,CID9501,Grocery,Rice,East,2,1260,UPI,Returned
2024-12-06,OID10364,CID9313,Footwear,Sandals,East,3,229,COD,Returned
2024-06-05,OID10365,CID7714,Grocery,Wheat,West,5,1418,Net Banking,Returned
2025-05-24,OID10366,CID8860,Footwear,Shoes,West,1,423,UPI,In Transit
2024-04-08,OID10367,CID6807,Home Appliances,Refrigerator,East,3,1495,Debit Card,Delivered
2025-03-01,OID10368,CID9343,Clothing,Kurta,South,3,1543,Credit Card,In Transit
2025-03-16,OID10369,CID9910,Clothing,Kurta,North,2,1421,Credit Card,Returned
2025-05-09,OID10370,CID8158,Grocery,Rice,South,3,318,COD,Returned
2024-02-04,OID10371,CID9573,Clothing,T-shirt,East,5,394,COD,Returned
2024-04-12,OID10372,CID5390,Clothing,Kurta,West,2,1361,UPI,Delivered
2024-12-03,OID10373,CID8150,Books,Notebook,West,1,1195,UPI,In Transit
2024-11-28,OID10374,CID9616,Electronics,Mobile,East,1,28258,Credit Card,Returned
2024-12-12,OID10375,CID5524,Grocery,Milk,East,1,431,Net Banking,In Transit
2025-06-02,OID10376,CID6098,Books,Notebook,West,3,1049,COD,Returned
2024-08-10,OID10377,CID8710,Footwear,Slippers,South,2,1143,Debit Card,Returned
2024-01-05,OID10378,CID7827,Grocery,Snacks,North,1,1236,COD,Cancelled
2024-08-31,OID10379,CID5449,Electronics,Tablet,West,1,37691,Net Banking,Cancelled
2025-01-10,OID10380,CID5914,Books,Textbook,South,5,289,COD,Returned
2025-04-16,OID10381,CID7670,Footwear,Slippers,West,1,1892,Net Banking,In Transit
2025-06-21,OID10382,CID8365,Books,Novel,North,3,1082,Debit Card,Returned
2024-08-14,OID10383,CID9145,Grocery,Milk,East,1,672,Net Banking,Cancelled
2024-07-07,OID10384,CID9946,Electronics,Laptop,East,1,45902,UPI,Cancelled
2024-11-20,OID10385,CID8887,Clothing,Jeans,East,5,413,Credit Card,Returned
2024-02-01,OID10386,CID9396,Books,Textbook,West,5,1528,Debit Card,Delivered
2024-02-23,OID10387,CID8275,Clothing,Kurta,East,3,165,UPI,Cancelled
2025-05-19,OID10388,CID7908,Home Appliances,Mixer,North,1,1469,Credit Card,Cancelled
2024-01-20,OID10389,CID8942,Home Appliances,Microwave,North,3,110,Credit Card,Delivered
2024-02-10,OID10390,CID5752,Clothing,Jeans,North,2,159,Debit Card,Cancelled
2024-11-24,OID10391,CID6305,Books,Textbook,North,1,624,UPI,Returned
2025-03-05,OID10392,CID5003,Books,Magazine,West,2,559,COD,Delivered
2024-12-14,OID10393,CID5005,Electronics,Laptop,North,4,17837,Credit Card,Delivered
2025-05-26,OID10394,CID8344,Footwear,Slippers,East,4,348,COD,Returned
2024-02-23,OID10395,CID9878,Grocery,Rice,South,4,812,Credit Card,In Transit
2024-08-25,OID10396,CID9257,Books,Magazine,West,2,713,UPI,In Transit
2025-04-07,OID10397,CID5208,Clothing,Jeans,North,4,1492,COD,Delivered
2024-01-12,OID10398,CID6802,Home Appliances,Refrigerator,East,3,130,Credit Card,Returned
2024-11-02,OID10399,CID9153,Clothing,T-shirt,East,1,141,Debit Card,In Transit
2024-11-03,OID10400,CID5488,Footwear,Sandals,West,2,1457,COD,Delivered
2024-03-29,OID10401,CID7484,Books,Notebook,East,4,1673,Debit Card,Returned
2024-04-30,OID10402,CID5402,Grocery,Snacks,North,4,976,UPI,Returned
2024-06-02,OID10403,CID5129,Electronics,Tablet,North,3,46076,UPI,In Transit
2024-12-09,OID10404,CID9660,Footwear,Sandals,West,2,470,Credit Card,Returned
2024-09-25,OID10405,CID9123,Clothing,Saree,West,2,1671,Net Banking,Returned
2025-01-03,OID10406,CID8768,Home Appliances,Refrigerator,East,2,1862,Debit Card,Returned
2025-02-14,OID10407,CID6170,Grocery,Snacks,East,2,964,COD,Returned
2024-10-26,OID10408,CID6110,Books,Textbook,West,4,669,Credit Card,Delivered
2024-06-26,OID10409,CID8698,Clothing,T-shirt,North,4,1184,UPI,Cancelled
2025-04-12,OID10410,CID9890,Books,Novel,East,4,1300,Credit Card,Delivered
2024-10-22,OID10411,CID7004,Grocery,Wheat,West,1,1370,Net Banking,Cancelled
2024-04-06,OID10412,CID5522,Electronics,Headphones,South,3,22922,UPI,Returned
2024-11-04,OID10413,CID8202,Books,Notebook,West,4,1930,COD,Returned
2025-01-29,OID10414,CID7138,Home Appliances,Microwave,North,4,1968,Debit Card,In Transit
2024-11-24,OID10415,CID6656,Grocery,Milk,East,5,118,COD,Cancelled
2025-05-16,OID10416,CID7729,Grocery,Milk,North,4,622,UPI,Returned
2024-09-09,OID10417,CID6338,Footwear,Sandals,West,2,1282,UPI,Cancelled
2024-06-10,OID10418,CID9919,Home Appliances,Mixer,South,5,129,Debit Card,Delivered
2025-01-15,OID10419,CID8625,Clothing,Jacket,West,1,667,Net Banking,Delivered
2025-06-14,OID10420,CID8447,Electronics,Mobile,West,5,28624,COD,Cancelled
2024-11-25,OID10421,CID7635,Footwear,Shoes,East,3,1842,Debit Card,Cancelled
2024-07-11,OID10422,CID5654,Books,Notebook,West,5,1128,Credit Card,Returned
2024-05-24,OID10423,CID5532,Clothing,Saree,South,1,1304,Debit Card,Cancelled
2025-02-05,OID10424,CID9416,Footwear,Shoes,East,5,1680,UPI,Cancelled
2024-04-21,OID10425,CID5625,Footwear,Slippers,South,1,1551,COD,Delivered
2024-03-05,OID10426,CID6450,Electronics,Headphones,South,1,26670,Debit Card,Returned
2024-02-18,OID10427,CID8229,Footwear,Shoes,East,5,1214,Credit Card,Cancelled
2024-02-22,OID10428,CID6011,Electronics,Smartwatch,South,4,33581,Net Banking,Returned
2024-11-25,OID10429,CID7398,Books,Novel,South,1,1209,COD,Returned
2025-04-23,OID10430,CID5112,Books,Novel,West,2,496,Debit Card,Returned
2025-01-15,OID10431,CID5704,Electronics,Tablet,North,1,21596,Debit Card,Delivered
2024-02-07,OID10432,CID7304,Grocery,Rice,East,3,1836,Debit Card,In Transit
2025-04-08,OID10433,CID8664,Grocery,Rice,North,3,1642,Credit Card,Cancelled
2024-11-11,OID10434,CID8518,Books,Notebook,West,2,1677,Net Banking,Cancelled
2025-05-02,OID10435,CID6821,Home Appliances,Washing Machine,North,3,1096,Debit Card,Delivered
2025-03-01,OID10436,CID6702,Books,Novel,East,3,1841,Debit Card,Cancelled
2024-08-25,OID10437,CID7041,Clothing,Jacket,East,4,391,Net Banking,In Transit
2025-01-11,OID10438,CID6060,Grocery,Rice,North,2,904,Net Banking,Returned
2025-02-01,OID10439,CID6385,Home Appliances,Refrigerator,East,1,1528,Debit Card,Cancelled
2024-06-02,OID10440,CID7701,Grocery,Rice,East,3,759,COD,In Transit
2024-03-16,OID10441,CID5164,Books,Textbook,West,3,619,UPI,Delivered
2025-01-02,OID10442,CID6008,Clothing,T-shirt,South,2,1947,Net Banking,Returned
2024-11-18,OID10443,CID7329,Clothing,Jacket,West,1,606,COD,In Transit
2024-05-24,OID10444,CID9500,Electronics,Smartwatch,East,2,4555,UPI,Returned
2024-01-11,OID10445,CID7644,Footwear,Shoes,West,1,1573,Debit Card,Returned
2024-10-03,OID10446,CID7403,Electronics,Laptop,East,2,18782,COD,Cancelled
2024-02-10,OID10447,CID8911,Grocery,Milk,South,4,1168,UPI,Cancelled
2024-10-27,OID10448,CID5169,Books,Notebook,West,3,1352,Debit Card,In Transit
2025-05-15,OID10449,CID5075,Grocery,Snacks,South,2,123,UPI,Delivered
2024-10-08,OID10450,CID9317,Clothing,Kurta,West,3,1234,UPI,Cancelled
2024-07-25,OID10451,CID8563,Grocery,Wheat,East,2,1203,Credit Card,Returned
2025-01-29,OID10452,CID5108,Grocery,Milk,West,5,597,Net Banking,Returned
2024-05-19,OID10453,CID9008,Books,Notebook,West,4,641,Debit Card,Delivered
2024-01-14,OID10454,CID6104,Footwear,Shoes,North,3,347,Debit Card,Cancelled
2024-02-11,OID10455,CID8385,Electronics,Laptop,North,3,47649,Debit Card,Cancelled
2024-05-08,OID10456,CID5821,Grocery,Rice,East,3,1436,Debit Card,Delivered
2024-07-06,OID10457,CID7688,Grocery,Milk,West,4,969,UPI,Returned
2024-06-20,OID10458,CID8344,Home Appliances,Microwave,East,2,1207,Net Banking,In Transit
2025-01-04,OID10459,CID5325,Books,Magazine,East,3,1326,Net Banking,In Transit
2024-07-20,OID10460,CID6487,Electronics,Smartwatch,South,2,33035,Debit Card,In Transit
2024-03-29,OID10461,CID9463,Clothing,Saree,South,4,1086,COD,Returned
2024-07-12,OID10462,CID5788,Books,Notebook,East,3,209,UPI,Delivered
2024-01-01,OID10463,CID6697,Electronics,Mobile,West,3,41251,Net Banking,Returned
2025-01-04,OID10464,CID6815,Electronics,Tablet,West,3,27815,Net Banking,Returned
2024-08-10,OID10465,CID9240,Books,Magazine,North,4,1571,Debit Card,Returned
2024-07-24,OID10466,CID7773,Home Appliances,Microwave,West,2,259,Net Banking,Cancelled
2024-09-04,OID10467,CID8976,Grocery,Milk,West,1,1308,Debit Card,Cancelled
2024-02-07,OID10468,CID9609,Footwear,Slippers,North,3,1045,UPI,Returned
2024-05-12,OID10469,CID6641,Books,Textbook,South,5,1407,UPI,Cancelled
2025-06-16,OID10470,CID8222,Grocery,Snacks,North,4,1539,UPI,Delivered
2024-10-03,OID10471,CID5726,Clothing,Jacket,North,3,1159,Credit Card,Returned
2025-05-26,OID10472,CID8549,Home Appliances,Refrigerator,East,2,522,Credit Card,Delivered
2025-03-28,OID10473,CID6281,Electronics,Headphones,South,4,8408,Debit Card,Cancelled
2024-02-15,OID10474,CID9900,Grocery,Milk,East,5,975,Debit Card,In Transit
2024-11-26,OID10475,CID5092,Footwear,Sandals,East,4,1993,Debit Card,Returned
2025-01-03,OID10476,CID8029,Books,Notebook,East,2,1123,Net Banking,Delivered
2024-09-27,OID10477,CID5668,Home Appliances,Microwave,South,3,1663,Credit Card,Delivered
2024-07-21,OID10478,CID9359,Home Appliances,Microwave,East,5,1263,Credit Card,Returned
2024-05-05,OID10479,CID7541,Grocery,Snacks,North,4,976,Net Banking,In Transit
2024-11-30,OID10480,CID9738,Electronics,Smartwatch,North,4,10533,Debit Card,Returned
2025-01-04,OID10481,CID6689,Clothing,Jeans,East,4,1805,Credit Card,Returned
2025-01-19,OID10482,CID6804,Footwear,Sandals,West,1,679,Credit Card,Returned
2024-03-26,OID10483,CID7622,Clothing,T-shirt,East,5,263,Net Banking,In Transit
2024-08-15,OID10484,CID7523,Home Appliances,Refrigerator,North,1,709,COD,In Transit
2024-10-27,OID10485,CID9808,Grocery,Snacks,West,3,1228,Debit Card,Returned
2024-02-10,OID10486,CID7575,Books,Magazine,North,2,648,UPI,Delivered
2025-02-14,OID10487,CID9293,Home Appliances,Mixer,West,4,726,UPI,Cancelled
2025-01-25,OID10488,CID8237,Grocery,Milk,West,3,1017,COD,Returned
2024-11-30,OID10489,CID9950,Electronics,Mobile,West,2,20036,Credit Card,Cancelled
2024-09-23,OID10490,CID5762,Grocery,Snacks,South,4,108,COD,In Transit
2025-05-29,OID10491,CID5303,Footwear,Slippers,South,5,748,UPI,In Transit
2024-03-13,OID10492,CID8879,Clothing,Saree,East,1,1413,Debit Card,In Transit
2024-01-22,OID10493,CID5915,Footwear,Shoes,West,5,1173,Debit Card,In Transit
2025-03-25,OID10494,CID8016,Electronics,Tablet,West,2,37064,Debit Card,In Transit
2024-08-13,OID10495,CID8000,Books,Magazine,West,1,1525,Net Banking,Cancelled
2025-01-19,OID10496,CID9068,Clothing,Jacket,East,5,780,Net Banking,Returned
2025-05-05,OID10497,CID6978,Electronics,Smartwatch,West,1,48440,Credit Card,Delivered
2025-02-22,OID10498,CID6566,Electronics,Headphones,West,4,43094,Credit Card,Returned
2024-06-03,OID10499,CID9840,Clothing,Jacket,East,1,788,Net Banking,Cancelled
2024-05-04,OID10500,CID7844,Books,Textbook,North,3,616,Debit Card,In Transit
